               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 128,             0.03946,            0.019805,                   0,             0.70958,             0.67391,             0.70154,             0.27466,            0.044777,            0.017216,                   0,           0.0065734,           0.0065734,           0.0065734
                 129,            0.040915,            0.019521,                   0,             0.78687,             0.61594,             0.66858,              0.2341,            0.046986,            0.017385,                   0,           0.0065276,           0.0065276,           0.0065276
                 130,            0.039427,            0.020127,                   0,             0.68301,              0.7029,             0.70855,             0.26511,             0.04471,            0.017324,                   0,           0.0064816,           0.0064816,           0.0064816
                 131,            0.039602,            0.019808,                   0,             0.81357,             0.60082,             0.68839,             0.26395,            0.043393,            0.017963,                   0,           0.0064356,           0.0064356,           0.0064356
                 132,            0.040271,            0.020219,                   0,             0.69405,             0.72464,             0.72176,             0.25237,            0.044155,            0.017573,                   0,           0.0063895,           0.0063895,           0.0063895
                 133,            0.038532,            0.019023,                   0,             0.70975,             0.67391,             0.71155,             0.26263,            0.043648,            0.017313,                   0,           0.0063432,           0.0063432,           0.0063432
                 134,            0.037602,            0.019632,                   0,             0.70791,             0.70251,             0.68956,             0.26296,            0.044754,             0.01819,                   0,           0.0062969,           0.0062969,           0.0062969
                 135,            0.039698,            0.019399,                   0,             0.72613,             0.63768,             0.65928,             0.25593,            0.045042,            0.018417,                   0,           0.0062505,           0.0062505,           0.0062505
                 136,            0.036986,            0.019041,                   0,             0.72462,             0.63043,             0.68804,             0.26986,            0.043703,            0.017709,                   0,            0.006204,            0.006204,            0.006204
                 137,            0.038142,            0.020197,                   0,             0.79989,             0.57931,             0.68458,              0.2541,            0.043917,            0.018053,                   0,           0.0061574,           0.0061574,           0.0061574
                 138,            0.037531,            0.018702,                   0,             0.69088,             0.68116,             0.71022,              0.2608,            0.043474,            0.017379,                   0,           0.0061107,           0.0061107,           0.0061107
                 139,            0.038086,            0.018492,                   0,             0.74895,              0.6087,             0.68091,             0.24373,            0.045308,            0.017363,                   0,            0.006064,            0.006064,            0.006064
                 140,            0.039104,            0.018371,                   0,             0.73767,             0.65207,             0.69133,             0.26386,            0.044416,            0.017197,                   0,           0.0060172,           0.0060172,           0.0060172
                 141,            0.037982,            0.019452,                   0,             0.68719,             0.71635,             0.71151,             0.26142,              0.0436,              0.0174,                   0,           0.0059704,           0.0059704,           0.0059704
                 142,             0.03836,            0.018353,                   0,             0.73802,             0.67364,             0.73771,             0.26671,            0.043551,            0.017183,                   0,           0.0059235,           0.0059235,           0.0059235
                 143,            0.037567,             0.01781,                   0,             0.73725,             0.63043,             0.67808,              0.2631,            0.044148,            0.017901,                   0,           0.0058766,           0.0058766,           0.0058766
                 144,            0.037267,            0.018752,                   0,             0.81432,             0.63768,             0.69176,             0.26233,            0.045151,            0.017401,                   0,           0.0058296,           0.0058296,           0.0058296
                 145,            0.037435,            0.019767,                   0,             0.73468,             0.72464,             0.74411,             0.27584,            0.043194,            0.017097,                   0,           0.0057826,           0.0057826,           0.0057826
                 146,            0.037043,            0.019039,                   0,             0.75537,             0.76076,             0.76192,             0.29341,            0.042554,            0.017074,                   0,           0.0057355,           0.0057355,           0.0057355
                 147,            0.036814,            0.018715,                   0,             0.70022,             0.74474,             0.73955,             0.28203,            0.043666,            0.017554,                   0,           0.0056884,           0.0056884,           0.0056884
                 148,            0.036412,            0.018759,                   0,             0.72868,             0.68114,             0.71009,             0.26094,            0.044656,            0.017788,                   0,           0.0056413,           0.0056413,           0.0056413
                 149,            0.037643,            0.018523,                   0,             0.73974,             0.65942,             0.69895,             0.25333,            0.045038,            0.017622,                   0,           0.0055942,           0.0055942,           0.0055942
                 150,            0.037918,            0.019264,                   0,             0.81249,             0.75358,             0.75186,             0.29206,            0.043944,            0.016806,                   0,           0.0055471,           0.0055471,           0.0055471
                 151,             0.03734,            0.018679,                   0,             0.79828,             0.68824,             0.73319,             0.27308,            0.043327,            0.016976,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.035307,            0.017949,                   0,             0.80906,              0.6448,             0.71092,             0.27184,            0.043392,            0.016987,                   0,           0.0054529,           0.0054529,           0.0054529
                 153,            0.036517,            0.018552,                   0,             0.81479,             0.63759,             0.71477,             0.26784,            0.045402,            0.016785,                   0,           0.0054058,           0.0054058,           0.0054058
                 154,            0.035838,             0.01794,                   0,             0.71982,             0.65217,             0.69673,             0.26275,            0.045194,             0.01746,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,            0.034945,            0.018433,                   0,             0.72646,             0.67358,             0.69939,             0.26569,            0.043615,            0.017086,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.036249,            0.018086,                   0,             0.76422,             0.56522,              0.6397,             0.22737,             0.04587,            0.017632,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,            0.035956,            0.017643,                   0,             0.75141,             0.63768,             0.69395,             0.25271,            0.044574,             0.01762,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,             0.03558,            0.018636,                   0,             0.73599,             0.66663,             0.67574,             0.25748,            0.043933,            0.017279,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.035532,            0.018951,                   0,             0.74767,             0.66564,             0.69885,             0.27551,              0.0438,            0.017223,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.036415,            0.018721,                   0,             0.76137,             0.60112,             0.66608,             0.26805,            0.044484,            0.017374,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.035107,            0.017783,                   0,             0.77042,              0.6087,             0.69241,              0.2892,            0.042686,            0.017567,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.034091,            0.017367,                   0,             0.73909,              0.6158,             0.65883,             0.27377,            0.043536,            0.017782,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.034865,            0.018604,                   0,             0.74731,             0.62319,             0.67233,             0.25772,            0.043335,            0.017193,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.034908,            0.018437,                   0,             0.67569,             0.71014,             0.67617,             0.24862,            0.044986,            0.017135,                   0,           0.0048893,           0.0048893,           0.0048893
